('with anomalies', 'Gauss_1.0', 'FLAT', 2.4261975497392076, 1.8297285219539028)
('without anomalies', 'Gauss_1.0', 'FLAT', 2.336021287188776, 1.6709332961540146)
('with anomalies', 'Gauss_1.0', 'FLUR', 2.871465721085528, 1.7317963321179786)
('without anomalies', 'Gauss_1.0', 'FLUR', 2.759721716487192, 1.5051525101283398)
('with anomalies', 'Gauss_1.0', 'APAL', 2.247946374761857, 1.6961571542777871)
('without anomalies', 'Gauss_1.0', 'APAL', 2.247946374761857, 1.6961571542777871)
('Gauss_1.0', 'average_inside_caldera', 3.6564820480027094, 1.0345932308134784)
('Gauss_1.0', 'average_outside_caldera', 2.1666613901802223, 0.5923108592968364)
('with anomalies', 'Gauss_2.0', 'VITI', 14.609453747715252, 12.802657067239796)
('without anomalies', 'Gauss_2.0', 'VITI', 14.609453747715252, 12.802657067239796)
('with anomalies', 'Gauss_2.0', 'DALR', 6.085573811214771, 3.0179585045894264)
('without anomalies', 'Gauss_2.0', 'DALR', 6.085573811214771, 3.0179585045894264)
('with anomalies', 'Gauss_2.0', 'VIFE', 5.133031596599474, 1.9309767697628542)
('without anomalies', 'Gauss_2.0', 'VIFE', 5.133031596599474, 1.9309767697628542)
('with anomalies', 'Gauss_2.0', 'HRUR', 6.349731120026207, 3.0150849526505534)
('without anomalies', 'Gauss_2.0', 'HRUR', 6.349731120026207, 3.0150849526505534)
('with anomalies', 'Gauss_2.0', 'HOTR', 6.1375792317361695, 4.205896308999457)
('without anomalies', 'Gauss_2.0', 'HOTR', 6.1375792317361695, 4.205896308999457)
('with anomalies', 'Gauss_2.0', 'JONG', 10.8564891460539, 5.2572134174527)
('without anomalies', 'Gauss_2.0', 'JONG', 10.8564891460539, 5.2572134174527)
('with anomalies', 'Gauss_2.0', 'GODA', 7.781762125809922, 4.671123364734348)
('without anomalies', 'Gauss_2.0', 'GODA', 7.781762125809922, 4.671123364734348)
('with anomalies', 'Gauss_2.0', 'LOKT', 7.224302810471345, 6.683554213849852)
